tourist_id,timestamp,latitude,longitude,speed,is_abnormal
2,2026-01-01T09:22:00,11.022507,76.961625,1.62,0
2,2026-01-01T09:23:00,11.022696,76.962016,3.32,0
2,2026-01-01T09:24:00,11.022959,76.96234,1.23,0
2,2026-01-01T09:25:00,11.023234,76.962591,4.41,0
2,2026-01-01T09:26:00,11.023381,76.962979,1.32,0
2,2026-01-01T09:27:00,11.023537,76.963258,3.7,0
2,2026-01-01T09:28:00,11.023708,76.963394,4.56,0
2,2026-01-01T09:29:00,11.023882,76.963672,3.48,0
2,2026-01-01T09:30:00,11.024107,76.963947,3.09,0
2,2026-01-01T09:31:00,11.024488,76.964108,3.86,0
2,2026-01-01T09:32:00,11.024659,76.964327,3.69,0
2,2026-01-01T09:33:00,11.024849,76.964522,4.01,0
2,2026-01-01T09:34:00,11.024971,76.964759,4.99,0
2,2026-01-01T09:35:00,11.02537,76.964881,1.85,0
2,2026-01-01T09:36:00,11.02555,76.965261,4.52,0
2,2026-01-01T09:37:00,11.025913,76.965472,1.63,0
2,2026-01-01T09:38:00,11.026263,76.965783,3.45,0
2,2026-01-01T09:39:00,11.02666,76.966079,1.03,0
2,2026-01-01T09:40:00,11.027005,76.966269,3.65,0
2,2026-01-01T09:41:00,11.027386,76.96641,1.46,0
2,2026-01-01T09:42:00,11.027519,76.966675,2.09,0
2,2026-01-01T09:43:00,11.0278,76.966991,1.81,0
2,2026-01-01T09:44:00,11.02809,76.96717,2.95,0
2,2026-01-01T09:45:00,11.028462,76.967524,1.37,0
2,2026-01-01T09:46:00,11.028689,76.967707,1.01,0
2,2026-01-01T09:47:00,11.02902,76.967998,2.05,0
2,2026-01-01T09:48:00,11.029343,76.968263,2.71,0
2,2026-01-01T09:49:00,11.029446,76.968386,4.53,0
3,2026-01-01T09:00:00,11.017171,76.956064,4.34,0
3,2026-01-01T09:01:00,11.017446,76.956208,1.51,0
3,2026-01-01T09:02:00,11.017638,76.956578,4.18,0
3,2026-01-01T09:03:00,11.017997,76.956947,1.84,0
3,2026-01-01T09:04:00,11.018171,76.957078,4.12,0
3,2026-01-01T09:05:00,11.018537,76.9573,3.48,0
3,2026-01-01T09:06:00,11.018683,76.957679,4.46,0
3,2026-01-01T09:07:00,11.019076,76.958022,4.53,0
3,2026-01-01T09:08:00,11.019183,76.958343,2.33,0
3,2026-01-01T09:09:00,11.019563,76.958684,4.46,0
3,2026-01-01T09:10:00,11.019906,76.958864,4.15,0
3,2026-01-01T09:11:00,11.020038,76.959226,4.43,0
3,2026-01-01T09:12:00,11.020205,76.959571,2.84,0
3,2026-01-01T09:13:00,11.020397,76.959909,1.91,0
3,2026-01-01T09:14:00,11.020504,76.960067,2.31,0
3,2026-01-01T09:15:00,11.020863,76.960457,2.12,0
3,2026-01-01T09:16:00,11.021155,76.960677,4.92,0
3,2026-01-01T09:17:00,11.021416,76.961059,1.46,0
3,2026-01-01T09:18:00,11.021807,76.961213,4.85,0
3,2026-01-01T09:19:00,11.021987,76.961345,2.74,0
3,2026-01-01T09:20:00,11.022306,76.961539,3.42,0
3,2026-01-01T09:21:00,11.022559,76.961755,3.31,0
3,2026-01-01T09:22:00,11.022735,76.962067,1.01,0
3,2026-01-01T09:23:00,11.023113,76.962329,3.88,0
3,2026-01-01T09:24:00,11.023436,76.96263,2.46,0
3,2026-01-01T09:25:00,11.023557,76.962929,2.32,0
3,2026-01-01T09:26:00,11.023751,76.963284,3.88,0
3,2026-01-01T09:27:00,11.023941,76.963477,2.63,0
3,2026-01-01T09:28:00,11.024162,76.963665,1.51,0
3,2026-01-01T09:29:00,11.024388,76.964047,3.71,0
3,2026-01-01T09:30:00,11.024759,76.964332,2.2,0
3,2026-01-01T09:31:00,11.025023,76.964432,2.15,0
3,2026-01-01T09:32:00,11.025252,76.964706,3.62,0
3,2026-01-01T09:33:00,11.025492,76.964939,1.85,0
3,2026-01-01T09:34:00,11.025733,76.965309,4.18,0
3,2026-01-01T09:35:00,11.025884,76.965435,3.06,0
3,2026-01-01T09:36:00,11.026174,76.965635,4.27,0
3,2026-01-01T09:37:00,11.0265,76.965937,1.9,0
3,2026-01-01T09:38:00,11.026659,76.966044,1.98,0
3,2026-01-01T09:39:00,11.026902,76.966399,1.29,0
3,2026-01-01T09:40:00,11.027126,76.966688,1.78,0
3,2026-01-01T09:41:00,11.027435,76.966936,1.98,0
3,2026-01-01T09:42:00,11.027732,76.967038,4.0,0
3,2026-01-01T09:43:00,11.028063,76.96717,2.7,0
3,2026-01-01T09:44:00,11.028216,76.967558,3.07,0
3,2026-01-01T09:45:00,11.028331,76.967732,4.39,0
3,2026-01-01T09:46:00,11.028568,76.968073,3.67,0
3,2026-01-01T09:47:00,11.028964,76.968351,4.8,0
3,2026-01-01T09:48:00,11.029332,76.968635,3.88,0
3,2026-01-01T09:49:00,11.029583,76.968984,3.19,0
4,2026-01-01T09:00:00,11.017169,76.956123,2.9,0
4,2026-01-01T09:01:00,11.017347,76.956297,3.55,0
4,2026-01-01T09:02:00,11.017677,76.956554,3.51,0
4,2026-01-01T09:03:00,11.017859,76.956677,2.14,0
4,2026-01-01T09:04:00,11.018041,76.956873,3.16,0
4,2026-01-01T09:05:00,11.018182,76.957042,3.78,0
4,2026-01-01T09:06:00,11.018494,76.957161,2.63,0
4,2026-01-01T09:07:00,11.018757,76.957386,1.83,0
4,2026-01-01T09:08:00,11.018983,76.957758,3.34,0
4,2026-01-01T09:09:00,11.019291,76.958115,4.06,0
4,2026-01-01T09:10:00,11.019506,76.958216,2.41,0
4,2026-01-01T09:11:00,11.019832,76.958572,4.81,0
4,2026-01-01T09:12:00,11.020057,76.958897,3.18,0
4,2026-01-01T09:13:00,11.020338,76.959063,1.88,0
4,2026-01-01T09:14:00,11.020569,76.959172,2.34,0
4,2026-01-01T09:15:00,11.020873,76.959393,1.66,0
4,2026-01-01T09:16:00,11.021113,76.959531,3.49,0
4,2026-01-01T09:17:00,11.021221,76.959749,3.26,0
4,2026-01-01T09:18:00,11.021329,76.960042,1.54,0
4,2026-01-01T09:19:00,11.021568,76.960157,2.52,0
4,2026-01-01T09:20:00,11.021731,76.960355,4.04,0
4,2026-01-01T09:21:00,11.021945,76.960681,4.33,0
4,2026-01-01T09:22:00,11.022121,76.960806,1.08,0
4,2026-01-01T09:23:00,11.022383,76.961205,2.4,0
4,2026-01-01T09:24:00,11.022678,76.96154,3.61,0
4,2026-01-01T09:25:00,11.023004,76.961925,1.8,0
4,2026-01-01T09:26:00,11.02311,76.96207,1.5,0
4,2026-01-01T09:27:00,11.023411,76.96234,1.87,0
4,2026-01-01T09:28:00,11.023721,76.96267,1.67,0
4,2026-01-01T09:29:00,11.024003,76.962994,1.46,0
4,2026-01-01T09:30:00,11.024349,76.963384,1.43,0
4,2026-01-01T09:31:00,11.024456,76.963577,3.71,0
4,2026-01-01T09:32:00,11.024844,76.963796,3.86,0
4,2026-01-01T09:33:00,11.024967,76.964103,3.51,0
4,2026-01-01T09:34:00,11.025097,76.964435,4.4,0
4,2026-01-01T09:35:00,11.025377,76.964571,4.94,0
4,2026-01-01T09:36:00,11.025712,76.964776,2.71,0
4,2026-01-01T09:37:00,11.025923,76.965027,2.36,0
4,2026-01-01T09:38:00,11.026278,76.965374,1.42,0
4,2026-01-01T09:39:00,11.026666,76.965665,4.31,0
4,2026-01-01T09:40:00,11.026978,76.965895,3.94,0
4,2026-01-01T09:41:00,11.027368,76.966076,4.23,0
4,2026-01-01T09:42:00,11.02763,76.966321,2.74,0
4,2026-01-01T09:43:00,11.027949,76.966502,4.41,0
4,2026-01-01T09:44:00,11.028298,76.966628,4.53,0
4,2026-01-01T09:45:00,11.028471,76.966867,3.44,0
4,2026-01-01T09:46:00,11.028685,76.966976,4.4,0
4,2026-01-01T09:47:00,11.02884,76.96714,4.19,0
4,2026-01-01T09:48:00,11.029042,76.967504,3.8,0
4,2026-01-01T09:49:00,11.029224,76.967607,4.79,0
5,2026-01-01T09:00:00,11.016926,76.956116,2.95,0
5,2026-01-01T09:01:00,11.017253,76.956423,3.58,0
5,2026-01-01T09:02:00,11.0175,76.956761,1.37,0
5,2026-01-01T09:03:00,11.017667,76.957069,2.22,0
5,2026-01-01T09:04:00,11.017941,76.957311,3.12,0
5,2026-01-01T09:05:00,11.018169,76.957634,2.32,0
5,2026-01-01T09:06:00,11.01848,76.957816,2.01,0
5,2026-01-01T09:07:00,11.018616,76.957973,1.48,0
5,2026-01-01T09:08:00,11.018877,76.958302,1.74,0
5,2026-01-01T09:09:00,11.019042,76.958547,3.9,0
5,2026-01-01T09:10:00,11.019435,76.958805,2.13,0
5,2026-01-01T09:11:00,11.019565,76.958963,1.91,0
5,2026-01-01T09:12:00,11.019719,76.959067,3.14,0
5,2026-01-01T09:13:00,11.019901,76.95946,3.21,0
5,2026-01-01T09:14:00,11.02021,76.959597,4.47,0
5,2026-01-01T09:15:00,11.020457,76.959959,3.3,0
5,2026-01-01T09:16:00,11.020698,76.960191,1.74,0
5,2026-01-01T09:17:00,11.020814,76.960574,2.91,0
5,2026-01-01T09:18:00,11.02116,76.960794,1.3,0
5,2026-01-01T09:19:00,11.021449,76.96091,1.6,0
5,2026-01-01T09:20:00,11.021718,76.961101,4.98,0
5,2026-01-01T09:21:00,11.021854,76.96143,3.43,0
5,2026-01-01T09:22:00,11.022191,76.961598,3.09,0
5,2026-01-01T09:23:00,11.022426,76.961831,4.44,0
5,2026-01-01T09:24:00,11.022823,76.962023,3.48,0
5,2026-01-01T09:25:00,11.023106,76.962345,4.79,0
5,2026-01-01T09:26:00,11.023268,76.962508,3.64,0
5,2026-01-01T09:27:00,11.023415,76.96266,1.3,0
5,2026-01-01T09:28:00,11.023516,76.962895,3.38,0
5,2026-01-01T09:29:00,11.023703,76.963065,3.83,0
5,2026-01-01T09:30:00,11.024014,76.963301,3.75,0
5,2026-01-01T09:31:00,11.024392,76.963637,3.5,0
5,2026-01-01T09:32:00,11.02469,76.964017,2.7,0
5,2026-01-01T09:33:00,11.024953,76.964312,4.63,0
5,2026-01-01T09:34:00,11.025301,76.964433,1.66,0
5,2026-01-01T09:35:00,11.025494,76.964758,3.28,0
5,2026-01-01T09:36:00,11.02568,76.964895,3.75,0
5,2026-01-01T09:37:00,11.02599,76.965278,3.0,0
5,2026-01-01T09:38:00,11.026238,76.965402,1.16,0
5,2026-01-01T09:39:00,11.026468,76.965599,2.0,0
5,2026-01-01T09:40:00,11.026595,76.965987,4.34,0
5,2026-01-01T09:41:00,11.026868,76.966372,5.0,0
5,2026-01-01T09:42:00,11.027169,76.966553,1.16,0
5,2026-01-01T09:43:00,11.027496,76.966794,3.61,0
5,2026-01-01T09:44:00,11.027871,76.966949,3.34,0
5,2026-01-01T09:45:00,11.028162,76.967196,1.36,0
5,2026-01-01T09:46:00,11.028366,76.967396,3.68,0
5,2026-01-01T09:47:00,11.028723,76.967595,3.77,0
5,2026-01-01T09:48:00,11.02891,76.967979,4.25,0
5,2026-01-01T09:49:00,11.029175,76.968215,2.26,0
6,2026-01-01T09:00:00,11.016997,76.956191,2.62,1
6,2026-01-01T09:01:00,11.017251,76.956587,3.63,1
6,2026-01-01T09:02:00,11.017514,76.956811,1.75,1
6,2026-01-01T09:03:00,11.017723,76.957138,3.5,1
6,2026-01-01T09:04:00,11.018051,76.957299,3.2,1
6,2026-01-01T09:05:00,11.018429,76.957531,3.79,1
6,2026-01-01T09:06:00,11.018565,76.957923,3.44,1
6,2026-01-01T09:07:00,11.018737,76.95807,3.2,1
6,2026-01-01T09:08:00,11.019003,76.958198,4.97,1
6,2026-01-01T09:09:00,11.019377,76.958437,1.47,1
6,2026-01-01T09:10:00,11.019726,76.958686,3.87,1
6,2026-01-01T09:11:00,11.019979,76.958868,4.34,1
6,2026-01-01T09:12:00,11.020373,76.959041,3.21,1
6,2026-01-01T09:13:00,11.020588,76.959418,3.03,1
6,2026-01-01T09:14:00,11.020952,76.959777,2.1,1
6,2026-01-01T09:15:00,11.021289,76.960002,4.74,1
6,2026-01-01T09:16:00,11.021541,76.960348,2.13,1
6,2026-01-01T09:17:00,11.021731,76.960624,5.0,1
6,2026-01-01T09:18:00,11.021978,76.960768,3.15,1
6,2026-01-01T09:19:00,11.022181,76.961034,3.17,1
6,2026-01-01T09:20:00,11.022418,76.961231,1.75,1
6,2026-01-01T09:21:00,11.022727,76.961502,1.93,1
6,2026-01-01T09:22:00,11.02306,76.961615,3.98,1
6,2026-01-01T09:23:00,11.023371,76.961959,2.54,1
6,2026-01-01T09:24:00,11.023671,76.962305,4.92,1
6,2026-01-01T09:25:00,11.027156,76.964416,11.52,1
6,2026-01-01T09:26:00,11.030927,76.969025,14.12,1
6,2026-01-01T09:27:00,11.034248,76.972603,11.2,1
6,2026-01-01T09:28:00,11.038415,76.975833,12.58,1
6,2026-01-01T09:29:00,11.040878,76.979241,14.78,1
6,2026-01-01T09:30:00,11.043894,76.983319,12.55,1
6,2026-01-01T09:31:00,11.048449,76.987876,14.02,1
6,2026-01-01T09:32:00,11.051589,76.990826,13.03,1
6,2026-01-01T09:33:00,11.055868,76.995444,8.25,1
6,2026-01-01T09:34:00,11.058073,76.999337,14.45,1
6,2026-01-01T09:35:00,11.063065,77.003577,11.04,1
6,2026-01-01T09:36:00,11.063195,77.003867,4.49,1
6,2026-01-01T09:37:00,11.063428,77.004176,4.61,1
6,2026-01-01T09:38:00,11.063542,77.004515,2.17,1
6,2026-01-01T09:39:00,11.063754,77.004658,3.12,1
6,2026-01-01T09:40:00,11.064024,77.004996,1.68,1
6,2026-01-01T09:41:00,11.064147,77.005357,3.48,1
6,2026-01-01T09:42:00,11.06432,77.005731,1.57,1
6,2026-01-01T09:43:00,11.064558,77.005907,2.02,1
6,2026-01-01T09:44:00,11.064661,77.006249,4.6,1
6,2026-01-01T09:45:00,11.064964,77.006396,2.77,1
6,2026-01-01T09:46:00,11.065168,77.006672,3.56,1
6,2026-01-01T09:47:00,11.065395,77.006847,4.38,1
6,2026-01-01T09:48:00,11.065555,77.007063,2.93,1
6,2026-01-01T09:49:00,11.065726,77.007334,3.3,1
7,2026-01-01T09:00:00,11.017198,76.955989,4.91,1
7,2026-01-01T09:01:00,11.017495,76.956171,3.26,1
7,2026-01-01T09:02:00,11.017801,76.956494,1.2,1
7,2026-01-01T09:03:00,11.018083,76.956743,4.62,1
7,2026-01-01T09:04:00,11.018269,76.957083,3.43,1
7,2026-01-01T09:05:00,11.018474,76.957374,3.48,1
7,2026-01-01T09:06:00,11.018778,76.95769,3.64,1
7,2026-01-01T09:07:00,11.019129,76.957979,4.61,1
7,2026-01-01T09:08:00,11.019423,76.958171,2.76,1
7,2026-01-01T09:09:00,11.019697,76.958491,1.36,1
7,2026-01-01T09:10:00,11.019886,76.958815,1.7,1
7,2026-01-01T09:11:00,11.020025,76.959077,4.89,1
7,2026-01-01T09:12:00,11.020285,76.959451,4.32,1
7,2026-01-01T09:13:00,11.020462,76.959799,2.93,1
7,2026-01-01T09:14:00,11.020804,76.960123,2.35,1
7,2026-01-01T09:15:00,11.020938,76.960511,1.56,1
7,2026-01-01T09:16:00,11.021328,76.96087,3.9,1
7,2026-01-01T09:17:00,11.021722,76.96126,4.22,1
7,2026-01-01T09:18:00,11.021932,76.961597,1.06,1
7,2026-01-01T09:19:00,11.022193,76.961833,3.69,1
7,2026-01-01T09:20:00,11.022494,76.962109,4.29,1
7,2026-01-01T09:21:00,11.022877,76.962241,1.94,1
7,2026-01-01T09:22:00,11.022984,76.962606,3.25,1
7,2026-01-01T09:23:00,11.023359,76.962773,1.25,1
7,2026-01-01T09:24:00,11.023706,76.963146,2.21,1
7,2026-01-01T09:25:00,11.026931,76.965565,14.62,1
7,2026-01-01T09:26:00,11.029844,76.969043,8.68,1
7,2026-01-01T09:27:00,11.034506,76.97145,11.18,1
7,2026-01-01T09:28:00,11.038517,76.975679,14.62,1
7,2026-01-01T09:29:00,11.041774,76.979906,9.08,1
7,2026-01-01T09:30:00,11.045019,76.982203,11.43,1
7,2026-01-01T09:31:00,11.048243,76.987058,8.23,1
7,2026-01-01T09:32:00,11.051355,76.990388,14.65,1
7,2026-01-01T09:33:00,11.055921,76.992686,12.8,1
7,2026-01-01T09:34:00,11.059555,76.997619,10.51,1
7,2026-01-01T09:35:00,11.062749,77.000189,8.86,1
7,2026-01-01T09:36:00,11.063104,77.000425,3.65,1
7,2026-01-01T09:37:00,11.063396,77.000704,1.09,1
7,2026-01-01T09:38:00,11.063732,77.000878,1.5,1
7,2026-01-01T09:39:00,11.064001,77.000998,4.06,1
7,2026-01-01T09:40:00,11.064164,77.001163,4.48,1
7,2026-01-01T09:41:00,11.064362,77.001307,4.6,1
7,2026-01-01T09:42:00,11.064463,77.001665,1.58,1
7,2026-01-01T09:43:00,11.064602,77.00184,1.7,1
7,2026-01-01T09:44:00,11.0649,77.001948,1.06,1
7,2026-01-01T09:45:00,11.065237,77.002119,2.3,1
7,2026-01-01T09:46:00,11.06539,77.002235,3.97,1
7,2026-01-01T09:47:00,11.065647,77.002558,2.9,1
7,2026-01-01T09:48:00,11.065981,77.002812,1.44,1
7,2026-01-01T09:49:00,11.066232,77.003196,1.17,1
8,2026-01-01T09:00:00,11.017135,76.95616,3.09,1
8,2026-01-01T09:01:00,11.017372,76.956549,1.24,1
8,2026-01-01T09:02:00,11.017616,76.95677,3.74,1
8,2026-01-01T09:03:00,11.017863,76.957143,1.29,1
8,2026-01-01T09:04:00,11.017987,76.957425,1.26,1
8,2026-01-01T09:05:00,11.01817,76.957715,3.19,1
8,2026-01-01T09:06:00,11.018367,76.958113,3.12,1
8,2026-01-01T09:07:00,11.018604,76.958395,1.4,1
8,2026-01-01T09:08:00,11.018914,76.958751,3.6,1
8,2026-01-01T09:09:00,11.019245,76.959067,1.86,1
8,2026-01-01T09:10:00,11.01948,76.959236,2.36,1
8,2026-01-01T09:11:00,11.019716,76.959461,1.38,1
8,2026-01-01T09:12:00,11.019944,76.95976,2.5,1
8,2026-01-01T09:13:00,11.02009,76.960137,1.27,1
8,2026-01-01T09:14:00,11.02044,76.960265,1.39,1
8,2026-01-01T09:15:00,11.020761,76.960608,3.23,1
8,2026-01-01T09:16:00,11.021037,76.960877,2.32,1
8,2026-01-01T09:17:00,11.021174,76.961083,3.66,1
8,2026-01-01T09:18:00,11.021499,76.961443,3.88,1
8,2026-01-01T09:19:00,11.02189,76.961724,2.41,1
8,2026-01-01T09:20:00,11.022163,76.961887,3.63,1
8,2026-01-01T09:21:00,11.02233,76.96202,4.38,1
8,2026-01-01T09:22:00,11.02254,76.962349,3.3,1
8,2026-01-01T09:23:00,11.022883,76.962702,4.9,1
8,2026-01-01T09:24:00,11.023228,76.962986,3.57,1
8,2026-01-01T09:25:00,11.025307,76.967774,13.81,1
8,2026-01-01T09:26:00,11.028109,76.970315,12.92,1
8,2026-01-01T09:27:00,11.031036,76.973334,8.04,1
8,2026-01-01T09:28:00,11.035646,76.977033,10.81,1
8,2026-01-01T09:29:00,11.038071,76.980933,8.21,1
8,2026-01-01T09:30:00,11.04231,76.983578,10.94,1
8,2026-01-01T09:31:00,11.045332,76.986688,13.05,1
8,2026-01-01T09:32:00,11.049663,76.990391,8.59,1
8,2026-01-01T09:33:00,11.051821,76.992863,12.32,1
8,2026-01-01T09:34:00,11.055843,76.99568,12.63,1
8,2026-01-01T09:35:00,11.0593,76.999006,9.91,1
8,2026-01-01T09:36:00,11.059626,76.99914,2.72,1
8,2026-01-01T09:37:00,11.059811,76.999443,2.95,1
8,2026-01-01T09:38:00,11.060111,76.999557,2.58,1
8,2026-01-01T09:39:00,11.060391,76.999659,2.21,1
8,2026-01-01T09:40:00,11.060554,76.999801,2.02,1
8,2026-01-01T09:41:00,11.060753,76.999903,3.99,1
8,2026-01-01T09:42:00,11.060906,77.000117,3.81,1
8,2026-01-01T09:43:00,11.061156,77.000467,4.22,1
8,2026-01-01T09:44:00,11.061277,77.000825,1.17,1
8,2026-01-01T09:45:00,11.061383,77.001202,4.45,1
8,2026-01-01T09:46:00,11.061656,77.001474,3.84,1
8,2026-01-01T09:47:00,11.061881,77.001608,1.08,1
8,2026-01-01T09:48:00,11.062078,77.001949,3.47,1
8,2026-01-01T09:49:00,11.062428,77.002325,1.35,1
9,2026-01-01T09:00:00,11.017153,76.955973,3.36,1
9,2026-01-01T09:01:00,11.017411,76.956192,2.24,1
9,2026-01-01T09:02:00,11.017612,76.956392,1.67,1
9,2026-01-01T09:03:00,11.017866,76.956526,3.04,1
9,2026-01-01T09:04:00,11.018237,76.956731,3.91,1
9,2026-01-01T09:05:00,11.018583,76.957075,1.95,1
9,2026-01-01T09:06:00,11.018727,76.957234,3.41,1
9,2026-01-01T09:07:00,11.019055,76.957531,1.71,1
9,2026-01-01T09:08:00,11.019387,76.957779,4.02,1
9,2026-01-01T09:09:00,11.019715,76.958014,4.7,1
9,2026-01-01T09:10:00,11.019984,76.958305,3.5,1
9,2026-01-01T09:11:00,11.020343,76.958593,1.6,1
9,2026-01-01T09:12:00,11.020464,76.958825,2.21,1
9,2026-01-01T09:13:00,11.020646,76.958942,3.03,1
9,2026-01-01T09:14:00,11.020839,76.959178,1.23,1
9,2026-01-01T09:15:00,11.021189,76.959301,4.46,1
9,2026-01-01T09:16:00,11.021546,76.959585,3.03,1
9,2026-01-01T09:17:00,11.021784,76.959852,4.17,1
9,2026-01-01T09:18:00,11.022153,76.960086,4.24,1
9,2026-01-01T09:19:00,11.022449,76.960283,2.9,1
9,2026-01-01T09:20:00,11.022594,76.960402,1.41,1
9,2026-01-01T09:21:00,11.022964,76.960605,3.86,1
9,2026-01-01T09:22:00,11.023215,76.960756,1.99,1
9,2026-01-01T09:23:00,11.023446,76.960988,3.09,1
9,2026-01-01T09:24:00,11.023594,76.9612,2.13,1
9,2026-01-01T09:25:00,11.02682,76.964215,12.19,1
9,2026-01-01T09:26:00,11.031188,76.968157,8.46,1
9,2026-01-01T09:27:00,11.033471,76.972192,9.99,1
9,2026-01-01T09:28:00,11.037643,76.976162,14.34,1
9,2026-01-01T09:29:00,11.042263,76.979162,12.08,1
9,2026-01-01T09:30:00,11.044687,76.982211,14.77,1
9,2026-01-01T09:31:00,11.048782,76.985387,12.17,1
9,2026-01-01T09:32:00,11.053596,76.988316,10.64,1
9,2026-01-01T09:33:00,11.057971,76.992756,12.69,1
9,2026-01-01T09:34:00,11.062458,76.996972,12.8,1
9,2026-01-01T09:35:00,11.066037,77.00091,10.96,1
9,2026-01-01T09:36:00,11.066246,77.001119,1.72,1
9,2026-01-01T09:37:00,11.06641,77.001503,2.95,1
9,2026-01-01T09:38:00,11.066578,77.001644,1.31,1
9,2026-01-01T09:39:00,11.066931,77.001775,4.08,1
9,2026-01-01T09:40:00,11.067282,77.00214,1.15,1
9,2026-01-01T09:41:00,11.067483,77.00247,1.52,1
9,2026-01-01T09:42:00,11.067696,77.002618,4.33,1
9,2026-01-01T09:43:00,11.068027,77.002961,1.66,1
9,2026-01-01T09:44:00,11.068259,77.003184,3.71,1
9,2026-01-01T09:45:00,11.06843,77.003418,2.14,1
9,2026-01-01T09:46:00,11.068754,77.003652,3.14,1
9,2026-01-01T09:47:00,11.068947,77.003995,2.88,1
9,2026-01-01T09:48:00,11.069298,77.004205,4.79,1
